Obesity(%),Unemployment,Meningitis,Alzheimers Disease and Other Dementias,Parkinsons Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis,Total,GDP,GDP/cap,Elect(lib),CO2/cap,Total alcohol per capita(L),Population,id_Country,id_Year,id_Mortality
10.6,2.9,643,211,112,237,736,241,274,591,534,11,1281,7210,4874,2751,41,154,2182,2537,17,2557,0,2011,356,86,235,1285,4152,335,762,457,88,36961,3789443015.0,678.8966674,0.524,0.556855,0.0,5581767.0,108,8,2783
10.9,2.82,621,220,116,198,660,255,343,618,809,11,1295,7514,4985,2870,43,160,2,2604,19,2654,0,2103,372,97,195,1332,4278,346,787,477,89,36073,3477038204.0,608.2815307,0.524,0.459258,0.0,5716166.0,108,9,2784
11.3,2.92,601,229,119,201,955,266,302,621,1152,11,1290,7795,5084,2976,45,162,2,2638,21,2730,0,2189,383,105,199,1342,4379,352,800,488,87,37524,3521339699.0,602.1864903,0.524,0.483585,1.79,5847590.0,108,10,2785
11.7,2.8,611,237,120,204,1104,275,363,633,1547,12,1300,8102,5184,3065,47,167,0,2690,21,2819,4,2280,399,107,202,1376,4474,362,818,499,86,39108,3081024212.0,515.6847804,0.524,0.562605,0.0,5974627.0,108,11,2786
12.1,2.73,622,246,123,207,1113,284,324,656,1966,12,1327,8479,5284,3155,50,173,41,2749,22,2930,0,2398,418,110,204,1423,4611,374,843,513,86,40743,2999511040.0,491.8343081,0.525,0.591329,0.0,6098621.0,108,12,2787
12.6,2.62,626,254,126,208,1382,287,327,670,2360,12,1348,8858,5359,3250,52,177,13,2778,22,3035,0,2520,434,112,205,1456,4746,386,866,518,85,42472,3536411824.0,568.2463486,0.525,0.647263,0.0,6223378.0,108,13,2788
13.0,2.54,646,263,129,214,1638,298,340,688,2701,13,1376,9270,5543,3336,55,183,0,2853,23,3155,0,2656,455,115,210,1506,4895,399,893,536,86,44475,3927157867.0,618.0367032,0.519,0.712636,0.0,6354247.0,108,14,2789
13.5,2.41,689,272,133,225,1736,323,356,711,2972,13,1413,9707,5849,3412,58,190,2,2997,24,3293,0,2796,478,121,222,1581,5055,416,927,574,87,46632,4865892972.0,749.1865116,0.519,0.674299,1.6,6494902.0,108,15,2790
14.0,2.36,722,279,134,233,1977,341,367,723,3141,14,1434,10075,6086,3491,61,196,16,3109,25,3410,0,2868,493,125,230,1637,5166,431,957,602,88,48431,8355006707.0,1256.979648,0.519,0.64178,0.0,6646891.0,108,16,2791
14.5,2.24,734,287,137,237,1765,350,392,745,3187,15,1457,10489,6181,3557,64,205,172,3149,25,3546,0,2959,509,128,234,1695,5297,448,988,617,89,49658,9545177014.0,1401.949447,0.481,0.883566,0.0,6808503.0,108,17,2792
15.0,2.31,694,295,140,239,1944,352,452,750,3231,15,1468,10817,6218,3628,66,210,10,3165,25,3660,0,3032,519,129,236,1721,5418,460,1009,622,89,50614,11670840932.0,1672.951024,0.444,0.671409,0.0,6976200.0,108,18,2793
15.5,2.12,688,304,144,238,2285,349,517,752,3361,15,1465,11125,6184,3689,68,214,19,3303,25,3770,0,3103,527,129,234,1728,5528,472,1029,618,87,51970,11619637799.0,1626.312855,0.444,0.691585,0.0,7144774.0,108,19,2794
16.0,2.0,698,313,149,240,1606,359,631,766,3521,17,1496,11624,6246,3760,72,228,0,3299,26,3977,0,3231,549,133,236,1817,5710,496,1073,635,89,52997,14250755231.0,1949.351185,0.444,0.614591,1.67,7310512.0,108,20,2795
16.6,2.62,698,317,151,236,1231,360,765,762,3644,18,1493,12031,6241,3825,76,237,0,3208,27,4155,0,3374,569,135,232,1869,5834,518,1111,641,90,53848,17984910502.0,2406.910967,0.443,0.669292,0.0,7472196.0,108,21,2796
17.1,2.54,702,326,155,233,1156,362,983,734,3696,18,1498,12401,6260,3902,78,241,65,3204,27,4305,0,3510,586,136,230,1898,5974,534,1139,647,89,55089,21295659244.0,2790.676303,0.43,0.63148,0.0,7631003.0,108,22,2797
17.7,2.55,682,334,159,230,1537,363,900,728,3662,19,1498,12700,6280,3983,80,243,0,3200,27,4427,0,3624,601,137,226,1919,6086,545,1159,653,89,56091,21261432791.0,2729.888751,0.42,0.658486,0.0,7788388.0,108,23,2798
18.2,2.38,669,344,164,223,1391,363,915,737,3591,20,1507,13081,6260,4054,83,250,0,3180,27,4593,0,3772,621,138,220,1960,6218,562,1189,659,89,56880,23210682538.0,2920.782986,0.418,0.779469,0.0,7946733.0,108,24,2799
18.8,2.48,648,355,170,239,870,361,944,760,3606,21,1525,13580,6200,4123,87,263,0,3137,28,4810,0,3961,647,141,235,2031,6388,586,1229,663,89,57697,21723531173.0,2679.346579,0.418,0.749001,1.39,8107772.0,108,25,2800
19.4,2.48,641,360,174,210,1353,368,939,749,3695,22,1518,13910,6271,4206,89,267,0,3144,28,4965,0,4112,665,143,207,2060,6498,599,1253,679,89,59214,20759069103.0,2509.629637,0.418,0.765431,0.0,8271766.0,108,26,2801
7.4,5.1,153,442,66,122,1,130,338,148,40,2,223,4866,1028,1690,63,117,0,690,2,2055,0,502,335,19,120,507,416,301,710,41,4,15131,6984367763.0,1611.399861,0.404,0.504666,0.0,4334348.0,109,1,2802
7.8,4.98,158,467,71,124,1,139,360,152,46,2,234,5246,1083,1695,71,132,0,690,2,2232,0,564,366,20,122,566,442,323,747,43,4,16102,7157424031.0,1610.212247,0.481,0.603205,0.0,4445019.0,109,2,2803
8.2,5.06,157,491,76,122,1,145,421,153,53,3,240,5522,1119,1679,75,148,0,672,2,2360,0,622,390,20,120,618,460,335,766,44,4,16818,7249533620.0,1591.374158,0.518,0.664379,0.0,4555518.0,109,3,2804
8.6,4.41,157,512,80,119,1,151,507,146,60,3,239,5724,1145,1645,81,158,0,652,2,2476,5,668,410,20,117,650,473,348,784,45,4,17382,7870982005.0,1686.845278,0.524,0.757299,0.0,4666096.0,109,4,2805
9.0,3.4,158,541,87,124,1,158,591,148,69,3,246,5941,1216,1662,86,172,0,626,2,2642,8,729,446,21,121,695,497,361,806,47,3,18207,9062131475.0,1897.098347,0.524,0.855174,0.0,4776838.0,109,5,2806
9.4,8.15,153,571,96,133,1,163,665,150,80,4,249,6155,1289,1658,90,184,6,603,3,2843,0,796,504,20,131,723,531,378,840,49,3,19071,9788391781.0,2002.68346,0.529,0.789277,0.0,4887638.0,109,6,2807
9.8,5.36,144,589,98,139,1,160,714,146,92,4,236,5937,1281,1636,89,187,33,569,2,2947,1,828,530,19,136,706,529,383,848,49,3,19036,9965225678.0,1993.804376,0.535,0.85673,0.0,4998096.0,109,7,2808
10.2,4.42,137,612,103,152,1,158,751,146,107,4,232,5989,1292,1615,90,195,55,539,3,3108,0,897,574,18,149,701,547,397,875,49,2,19498,9260481572.0,1812.993667,0.541,0.890415,0.0,5107840.0,109,8,2809
10.6,5.34,135,635,107,165,1,159,808,150,125,4,235,6069,1297,1600,90,212,1,509,3,3298,2,980,623,18,162,730,561,411,905,52,2,20049,8837070236.0,1694.11121,0.544,0.870652,0.0,5216346.0,109,9,2810
11.1,7.61,135,659,110,185,1,152,852,160,148,4,229,6041,1282,1593,91,226,0,488,11,3432,0,1071,668,16,181,741,568,412,921,54,3,20434,8855705140.0,1663.604939,0.544,0.703798,6.38,5323202.0,109,10,2811
11.5,6.21,135,682,112,201,1,145,877,163,176,5,220,5946,1256,1545,91,232,0,462,3,3506,0,1146,702,15,197,746,567,410,929,54,3,20527,8495806432.0,1565.054289,0.544,0.709101,0.0,5428442.0,109,11,2812
11.9,9.39,132,709,115,218,1,143,897,168,209,5,220,6008,1251,1483,93,246,1,438,3,3620,0,1244,740,15,214,772,578,412,949,56,3,20943,7196260657.0,1300.852367,0.544,0.729643,0.0,5531958.0,109,12,2813
12.4,6.81,136,742,121,235,1,150,914,175,249,6,228,6298,1280,1439,99,270,2,411,3,3805,0,1368,805,15,231,853,607,424,994,59,3,21923,7691367471.0,1365.416418,0.573,0.753091,0.0,5632983.0,109,13,2814
12.8,6.51,139,778,130,255,1,155,916,187,300,6,241,6761,1313,1402,107,292,1,383,4,4010,0,1508,888,15,251,940,649,446,1055,65,3,23201,9624440836.0,1679.49512,0.603,0.749827,0.0,5730556.0,109,14,2815
13.3,4.82,132,805,134,259,1,151,872,170,362,6,242,6954,1281,1335,113,289,3,349,4,4082,0,1577,939,13,256,979,663,457,1084,60,3,23575,10737500188.0,1843.634108,0.603,0.690154,6.66,5824095.0,109,15,2816
13.8,5.28,127,835,139,265,1,154,839,160,386,7,244,7234,1275,1278,119,297,1,320,4,4196,0,1632,1003,13,261,1054,686,478,1132,58,3,24201,13429430050.0,2271.088885,0.603,0.706219,0.0,5913212.0,109,16,2817
14.2,4.71,120,859,140,262,1,155,801,148,378,7,241,7263,1246,1197,121,299,0,292,4,4220,0,1634,1034,13,258,1116,693,493,1159,64,3,24221,17856393235.0,2976.84448,0.603,0.72298,0.0,5998430.0,109,17,2818
14.7,4.42,114,890,144,267,1,162,785,149,409,7,242,7447,1245,1130,130,315,1,270,5,4332,0,1672,1093,12,263,1222,711,520,1210,55,3,24806,24615276690.0,4047.702445,0.625,0.757811,0.0,6081296.0,109,18,2819
15.2,5.46,109,932,154,269,1,171,777,143,436,8,251,7915,1296,1065,146,338,1,253,5,4539,0,1758,1199,12,265,1334,766,556,1283,56,3,26041,22355161514.0,3626.747293,0.64,0.794641,0.0,6163970.0,109,19,2820
15.7,4.57,103,971,163,278,1,168,744,131,489,8,252,8210,1329,993,160,339,1,233,18,4675,2,1830,1308,11,274,1354,819,578,1338,55,3,26838,27129301212.0,4342.065845,0.645,0.870537,7.58,6248017.0,109,20,2821
16.2,4.67,98,1000,166,289,0,166,727,122,577,9,249,8209,1326,930,177,342,2,219,6,4724,0,1845,1394,11,284,1346,853,587,1361,53,3,27075,33737052170.0,5326.358284,0.634,0.889592,0.0,6333981.0,109,21,2822
16.7,4.09,74,1030,170,307,0,166,726,116,648,10,247,8265,1314,871,201,347,11,211,6,4803,1,1877,1482,10,301,1340,899,597,1390,53,3,27476,33296438306.0,5185.141549,0.615,0.873376,0.0,6421510.0,109,22,2823
17.3,4.38,73,1070,179,325,0,168,716,114,692,10,250,8565,1357,821,232,365,5,202,6,5018,12,1991,1599,11,319,1371,965,620,1442,53,2,28553,38651334288.0,5936.975959,0.592,0.861213,0.0,6510273.0,109,23,2824
17.8,5.03,69,1097,179,322,0,169,721,104,720,11,245,8454,1336,772,261,374,2,191,6,5060,6,1998,1631,10,317,1365,992,633,1460,53,2,28560,40377987209.0,6118.31811,0.602,0.896155,0.0,6599524.0,109,24,2825
18.4,4.56,64,1129,185,314,0,170,737,102,728,12,248,8677,1336,664,293,390,12,180,6,5250,13,2076,1698,10,309,1405,1051,663,1507,54,2,29285,36211372703.0,5413.776021,0.588,0.978907,7.26,6688746.0,109,25,2826
19.0,5.25,64,1170,199,318,0,176,760,113,728,14,261,9269,1411,620,318,416,11,178,6,5606,18,2260,1823,11,312,1479,1134,703,1585,57,2,31022,36089550659.0,5324.609068,0.59,1.141547,0.0,6777878.0,109,26,2827
9.4,4.56,557,2045,472,3246,734,1240,1365,1458,576,70,7862,19708,19157,11716,306,640,64,7580,93,15088,2715,1551,2844,332,3070,3613,3115,3922,10363,462,146,126110,34341465998.0,1524.770536,0.595,0.919182,0.0,22522383.0,110,1,2828
9.7,4.72,548,2159,524,3305,625,1306,1450,1594,648,80,8175,21340,19046,11405,340,730,0,6082,72,16529,2007,1771,3160,340,3117,3949,3332,4232,10725,477,153,129221,35966302303.0,1566.011279,0.253,0.910555,0.0,22966822.0,110,2,2829
10.0,4.5,515,2247,550,3172,723,1307,1501,1603,724,86,7881,21712,18129,10954,363,773,86,5457,74,17174,779,1870,3303,329,2984,4054,3390,4383,10672,467,151,127413,34832077221.0,1488.032995,0.258,1.015773,0.0,23408135.0,110,3,2830
10.3,4.25,486,2330,569,3047,476,1287,1514,1705,809,92,7434,21914,17335,10318,375,804,85,4577,73,17890,450,1969,3460,317,2861,4066,3408,4475,10525,455,146,125252,44882079767.0,1881.737355,0.254,0.990645,0.0,23851405.0,110,4,2831
10.6,4.48,465,2428,602,3022,333,1277,1488,1694,909,99,7100,22464,17041,9746,394,830,20,4138,73,18737,338,2092,3660,306,2834,4127,3486,4612,10486,447,142,125390,53312793687.0,2194.017247,0.246,1.008981,0.0,24299168.0,110,5,2832
10.9,4.72,449,2497,592,2918,283,1299,1458,1505,1030,102,6384,21475,16283,9242,405,819,21,3595,72,18528,179,2028,3605,300,2736,4115,3390,4582,10234,441,138,120705,55252414130.0,2232.075816,0.375,0.97258,0.0,24753825.0,110,6,2833
11.2,4.59,432,2609,629,2801,209,1328,1391,1471,1174,111,5755,21385,16320,8935,439,861,430,3271,75,19174,163,2113,3826,297,2620,4276,3524,4726,10037,443,115,120940,58147522523.0,2306.438527,0.375,1.075686,0.0,25210957.0,110,7,2834
11.6,4.95,440,2724,670,2688,185,1309,1297,1376,1342,118,5121,21485,16475,8569,470,871,434,2974,75,19784,40,2189,4026,288,2510,4319,3649,4834,9913,434,98,120707,55501467877.0,2163.119357,0.363,1.069356,0.0,25658070.0,110,8,2835
11.9,4.9,373,2804,679,2573,163,1264,1167,1223,1534,119,4282,20155,16095,8248,488,891,116,2632,78,19728,117,2213,4099,277,2401,4247,3638,4801,9430,420,68,116323,50187324568.0,1924.486419,0.363,1.111281,0.0,26078295.0,110,9,2836
12.3,4.88,361,2916,722,2391,177,1254,1091,1208,1735,130,3947,20484,16160,8271,502,907,38,2278,79,20609,9,2321,4380,267,2220,4315,3830,4897,9361,411,61,117332,51744749133.0,1955.588006,0.432,1.129413,6.54,26459944.0,110,10,2837
12.6,5.03,331,3014,739,2139,115,1157,1029,1053,1939,134,3486,19812,15474,7932,488,880,186,1946,78,20665,37,2309,4448,244,1975,4129,3890,4766,8920,672,52,114039,52030158775.0,1941.475342,0.736,0.998743,0.0,26799289.0,110,11,2838
13.0,4.84,315,3154,778,2054,126,1091,1006,1014,2130,140,3161,19890,15417,7599,479,878,100,1764,77,21307,22,2389,4652,229,1890,4062,4068,4797,8831,388,45,113853,54777553515.0,2021.240038,0.8,0.988128,0.0,27100964.0,110,12,2839
13.4,4.15,304,3320,831,2013,91,1059,1017,1002,2228,151,2924,20411,15653,7336,474,891,41,1658,416,22211,20,2519,4928,221,1845,4095,4319,4919,8947,356,40,116240,58731030122.0,2145.643889,0.8,0.948839,0.0,27372217.0,110,13,2840
13.8,4.7,280,3463,848,1866,87,989,1027,887,2260,147,2669,20073,15278,7164,429,876,23,1549,164,22130,9,2531,4972,209,1707,4066,4451,4888,8842,334,36,114254,66768703498.0,2417.034363,0.799,1.136742,0.0,27624226.0,110,14,2841
14.2,4.88,266,3623,866,1756,53,923,1027,863,2387,146,2543,20083,15132,6956,373,878,7,1450,70,22512,22,2599,5102,193,1605,4138,4593,4925,8864,308,34,114297,76060606061.0,2729.499172,0.799,1.312179,6.99,27866140.0,110,15,2842
14.6,4.18,245,3793,886,1596,26,851,1035,796,2459,144,2400,19923,14908,6599,323,872,1,1371,67,22708,18,2650,5209,175,1458,4148,4737,4940,8850,282,32,113502,88643193062.0,3154.331349,0.796,1.001785,0.0,28102055.0,110,16,2843
15.0,4.04,223,3995,908,1463,22,778,1033,670,2370,143,2257,19653,14657,6153,278,860,626,1282,131,22700,50,2692,5287,159,1336,4141,4889,4909,8756,257,30,112708,102171000000.0,3606.070689,0.793,1.212189,0.0,28333050.0,110,17,2844
15.4,4.04,216,4242,956,1371,14,766,1066,681,2218,134,2278,20287,15053,5901,247,878,60,1241,62,23815,40,2885,5524,156,1249,4313,5242,5040,8936,254,28,115153,120551000000.0,4220.616378,0.796,1.416721,0.0,28562321.0,110,18,2845
15.9,3.98,210,4571,1105,1423,12,804,1136,783,2164,163,2560,23332,16820,5933,274,994,186,1245,341,26895,73,3492,6384,164,1286,4879,6033,5636,9898,271,31,129098,120823000000.0,4196.311627,0.796,1.769005,0.0,28792663.0,110,19,2846
16.3,3.58,193,4822,1186,1416,6,781,1154,781,2052,171,2601,24665,17499,5985,278,1020,208,1224,419,28160,29,3810,6800,162,1277,5036,6475,5869,10254,272,31,134636,147529000000.0,5082.353706,0.798,1.956014,7.69,29027680.0,110,20,2847
16.7,3.48,180,5036,1224,1331,8,753,1159,765,1898,172,2528,25133,17624,5807,275,1019,53,1207,143,28655,15,3982,6964,156,1197,5037,6678,5952,10343,268,31,135593,171762000000.0,5869.323882,0.807,1.659697,0.0,29264314.0,110,21,2848
17.2,3.24,170,5263,1263,1293,10,723,1164,726,2030,170,2445,25573,17774,5644,274,1009,92,1196,316,29039,40,4137,7115,151,1164,4986,6865,6012,10405,285,31,137365,192649000000.0,6528.971775,0.812,1.529724,0.0,29506790.0,110,22,2849
17.7,3.57,163,5484,1292,1257,34,698,1148,679,2404,167,2338,25939,17877,5569,274,985,77,1199,64,29424,9,4294,7190,148,1132,4895,6973,6067,10463,263,30,138536,201175000000.0,6756.752996,0.812,1.432277,0.0,29773986.0,110,23,2850
18.1,3.21,156,5701,1291,1215,41,672,1137,634,2793,160,2181,25674,17557,5304,273,948,61,1195,566,29454,18,4332,7131,143,1096,4722,6893,6065,10410,259,29,138111,200789000000.0,6672.877373,0.814,1.627081,0.0,30090372.0,110,24,2851
18.6,3.27,151,5937,1301,1186,41,664,1135,510,2999,158,2091,25742,17342,4956,280,939,30,1191,81,29809,15,4396,7157,141,1069,4641,6838,6139,10488,259,29,137715,189805000000.0,6229.100674,0.803,1.602894,6.63,30470739.0,110,25,2852
19.1,3.74,150,6249,1335,1179,39,669,1130,510,3060,160,2044,26404,17512,4799,292,949,7,1192,61,30576,22,4512,7333,143,1061,4655,6859,6282,10710,263,29,140186,191896000000.0,6204.996457,0.783,1.696399,0.0,30926036.0,110,26,2853
1.8,3.78,4037,4266,956,5231,698,5694,14337,2106,863,192,28058,44960,40593,29935,944,3099,6793,21995,138,38512,1980,10426,10509,238,4822,8161,19978,8019,18530,894,1142,338106,51784207132.0,816.0804127,0.578,0.689595,0.0,63454785.0,111,1,2854
1.9,3.75,4110,4535,1013,5038,817,5526,14752,2099,973,197,28728,46557,40036,29801,992,3109,180,21416,139,40353,840,11029,11047,231,4628,8146,20713,8352,19266,882,1138,336643,60422309295.0,929.2862821,0.562,0.748221,0.0,65020124.0,111,2,2855
2.0,3.7,3996,4796,1068,4891,670,5374,15099,2087,1099,202,29252,48669,39679,30030,1039,3116,671,20785,140,42098,275,11630,11548,226,4478,8128,21425,8639,19889,874,1138,343011,62036625222.0,931.5661269,0.548,0.740411,0.0,66593903.0,111,3,2856
2.1,3.63,3637,5063,1130,4726,698,5154,15245,2038,1240,205,29608,51541,38992,29854,1079,3081,418,19779,141,43698,569,12244,12038,218,4305,8004,22140,8886,20428,859,1118,348136,73159245526.0,1073.017568,0.548,0.800033,0.0,68180846.0,111,4,2857
2.2,3.63,3533,5324,1182,4612,540,5009,15339,1995,1399,209,29313,54824,38593,29888,1109,3041,1725,18601,140,45116,518,12784,12430,212,4182,7930,22630,9091,20818,864,1084,354035,84644220101.0,1212.944437,0.56,0.865703,0.0,69784087.0,111,5,2858
2.4,3.59,3461,5532,1235,4510,456,4986,15622,1977,1578,219,29242,59699,38329,29728,1153,3080,83,17488,140,46862,361,13471,12939,210,4070,8088,23265,9349,21297,1000,1047,360477,94648084429.0,1325.571064,0.566,0.863416,0.0,71401743.0,111,6,2859
2.5,3.62,3369,5650,1248,4361,485,4893,15795,1941,1778,224,28595,64685,37792,29643,1167,3034,67,16395,139,47673,420,13788,13145,207,3923,8056,23334,9449,21365,867,976,364464,94106183450.0,1288.580731,0.566,0.963461,0.0,73030879.0,111,7,2860
2.6,3.81,3296,5672,1252,4228,469,4853,16165,1961,2004,229,28641,72612,37488,29586,1180,3005,594,15514,138,48247,206,14121,13374,205,3791,8085,23402,9508,21411,894,890,373021,74492325248.0,997.5936933,0.588,0.916241,0.0,74672009.0,111,8,2861
2.8,3.69,3446,5581,1211,4279,334,4946,16184,1920,2259,224,28188,83763,38400,29752,1137,2885,370,15757,138,47259,258,14011,13161,213,3852,7982,22819,9225,20790,852,748,381944,85640133800.0,1122.032017,0.584,0.894123,0.0,76325927.0,111,9,2862
2.9,3.65,3450,5596,1219,4230,194,4897,16290,1988,2546,226,27934,95581,38980,30335,1080,2902,747,14942,138,47488,2051,14351,13445,213,3796,8100,22766,9249,20688,855,592,396869,83669693589.0,1072.801752,0.591,0.928032,6.06,77991757.0,111,10,2863
3.0,3.7,3447,5668,1252,4216,155,4837,16273,2037,2852,222,27637,106850,39868,30966,1012,2950,630,14095,138,47959,1333,14779,13929,213,3767,8282,23096,9375,20763,935,445,409981,78921234458.0,990.5659913,0.552,0.882926,0.0,79672869.0,111,11,2864
3.2,3.63,3394,5752,1296,4137,242,4706,16065,2036,3200,213,27453,117398,40752,31304,965,2963,320,13290,138,48516,887,15143,14482,210,3677,8451,23529,9534,20898,860,336,422147,84307291974.0,1036.158331,0.541,0.863085,0.0,81365260.0,111,12,2865
3.3,3.53,3284,5811,1301,3958,347,4583,15824,2019,3601,203,27064,122881,40823,31443,928,2966,222,12482,137,48567,1407,15194,14979,204,3503,8438,23513,9661,20906,885,260,427394,87039145965.0,1048.008205,0.539,0.846551,0.0,83051970.0,111,13,2866
3.5,3.55,3054,5940,1326,3674,349,4353,15584,2051,4063,198,27102,129074,40386,31176,910,3012,2046,11293,137,49006,676,15419,15817,193,3223,8469,23628,9827,21002,830,210,434028,95002028505.0,1121.490006,0.497,0.860107,0.0,84710544.0,111,14,2867
3.6,3.8,3226,6142,1401,3855,422,4613,15519,2066,4610,196,28208,137238,43389,31308,906,3084,39,11632,142,50595,536,16028,17230,205,3381,8783,24765,10105,21531,863,185,452203,107420000000.0,1244.348741,0.476,0.849422,5.67,86326251.0,111,15,2868
3.8,4.05,3189,6348,1463,3845,525,4683,15290,2040,5678,193,29642,142313,45013,31148,897,3114,3689,11519,148,51598,459,16256,18744,206,3358,8903,25594,10306,21947,894,165,469167,127653000000.0,1452.438089,0.475,0.756794,0.0,87888675.0,111,16,2869
4.0,3.43,3152,6560,1506,3764,591,4673,14950,2019,5667,192,29346,145342,46110,30781,888,3165,209,11181,144,52671,598,16572,19970,203,3273,8988,26018,10490,22154,872,152,472201,155980000000.0,1744.639979,0.473,0.790106,0.0,89405482.0,111,17,2870
4.2,3.72,3209,6842,1587,3811,422,4811,14737,2043,5613,198,28876,151552,48349,30474,901,3299,1174,10991,144,54937,786,17393,21595,206,3300,9283,27004,10923,22788,893,145,488286,181625000000.0,1998.02692,0.472,0.847107,0.0,90901967.0,111,18,2871
4.4,3.86,3210,7093,1652,3790,395,4832,14672,2048,5516,200,29488,157518,50039,30010,912,3406,2297,10882,150,56646,1155,18103,23001,201,3265,9509,27871,11188,23143,906,141,503239,175975000000.0,1904.196388,0.473,0.822962,0.0,92414161.0,111,19,2872
4.6,3.61,2928,7370,1708,3715,341,4729,14516,2023,5192,204,28991,161854,50966,29345,923,3489,359,10349,156,58356,527,18771,24162,194,3176,9653,28388,11456,23406,917,138,508302,208369000000.0,2217.472153,0.531,0.876538,6.98,93966784.0,111,20,2873
4.8,3.59,2846,7671,1780,3734,140,4751,14375,1986,5499,210,28750,166853,52563,29133,937,3577,2597,10136,159,60414,510,19572,25305,191,3172,9826,29112,11735,23790,920,137,522381,234217000000.0,2450.735694,0.558,0.869258,0.0,95570049.0,111,21,2874
5.0,3.5,2902,7991,1873,3871,92,4889,14218,1970,5373,221,28135,172643,54519,28607,955,3683,2773,10035,165,63191,516,20767,26596,192,3270,10096,29877,12081,24332,953,139,536925,261921000000.0,2694.305109,0.558,0.904075,0.0,97212639.0,111,22,2875
5.2,3.5,2726,8322,1955,3912,89,4885,14091,1973,5298,234,27641,177293,55412,28146,972,3786,14246,9590,171,65965,969,22048,27959,192,3285,10296,30228,12407,24768,949,139,559947,283903000000.0,2871.429701,0.554,0.963247,0.0,98871558.0,111,23,2876
5.5,3.6,2654,8611,2031,3938,23,4886,14268,1950,5241,248,28665,182449,56230,27530,1000,3946,384,9456,180,68477,485,23285,29284,192,3294,10582,30755,12675,25245,965,140,559069,297483000000.0,2959.645435,0.552,1.001563,0.0,100513137.0,111,24,2877
5.7,3.07,2844,8939,2133,3994,46,4943,14694,1976,5705,265,30132,189416,58162,27006,1032,4138,288,9407,191,71673,1057,24690,30839,194,3340,10515,31541,13015,25882,991,141,579189,306446000000.0,3001.043182,0.553,1.091407,6.7,102113206.0,111,25,2878
6.0,2.7,2496,9299,2213,3886,18,5006,15184,1953,5434,278,30722,193603,58298,26639,1054,4258,87,9272,194,74132,753,25551,31698,196,3252,10669,32232,13333,26487,1008,142,589347,318627000000.0,3073.654686,0.518,1.168607,0.0,103663812.0,111,26,2879
15.9,12.98,492,8659,1981,51,0,1843,1436,96,15,278,2062,203919,6931,4055,3037,7479,0,98,339,87179,0,6347,4571,1062,34,8872,14503,6909,15111,773,15,388147,85500935935.0,2235.541089,0.866,9.794605,0.0,38082940.0,112,1,2880
16.2,13.65,445,8841,1969,55,0,1790,1461,83,18,271,1916,200393,6669,3685,3194,7433,2,89,343,86706,4,6165,4480,957,38,8526,13644,6888,14964,758,14,381801,94337050693.0,2459.020685,0.884,9.535348,0.0,38197588.0,112,2,2881
16.5,14.39,399,8993,1955,58,0,1620,1367,82,18,263,1776,195043,6467,3281,3191,7165,0,78,355,85489,0,5872,4343,866,40,8050,12899,6774,14638,719,14,371815,96045645026.0,2497.195241,0.885,9.53692,0.0,38301349.0,112,3,2882
16.8,14.83,388,9175,1979,63,0,1682,1479,80,16,263,1693,193803,6560,3571,3273,7295,1,77,367,86828,0,5757,4386,807,44,8137,12434,6949,14848,726,14,372695,110803000000.0,2874.825311,0.89,9.394603,0.0,38389469.0,112,4,2883
17.1,13.7,352,9351,2024,68,0,1642,1448,64,19,265,1667,194131,6723,2965,3429,7564,0,70,396,89491,0,5672,4449,763,48,8229,12316,7269,15249,731,14,376409,142293000000.0,3686.8193,0.889,9.449832,0.0,38458642.0,112,5,2884
17.4,12.68,314,9458,2042,73,0,1479,1355,42,27,253,1664,189609,6886,2602,3391,7459,0,68,422,89537,0,5497,4437,701,52,7956,11923,7239,15132,718,14,370350,160193000000.0,4147.465501,0.882,9.832396,0.0,38509672.0,112,6,2885
17.7,10.96,286,9605,2083,82,0,1490,1306,44,44,252,1500,187010,7110,2084,3393,7723,55,62,431,91819,2,5453,4584,640,56,7986,11847,7518,15541,714,15,370735,159358000000.0,4123.135618,0.871,9.571919,0.0,38544838.0,112,7,2886
18.0,9.94,261,9726,2101,93,0,1459,1280,37,68,244,1368,181235,7364,1831,3383,7829,9,59,446,93108,0,5294,4671,572,62,7888,11542,7675,15726,706,16,366053,174686000000.0,4518.108226,0.88,8.842245,0.0,38564191.0,112,8,2887
18.3,12.29,245,9944,2180,112,0,1461,1356,31,146,241,1320,181199,7965,1652,3377,8020,4,59,477,96568,0,5258,4905,517,72,7934,11607,8034,16309,713,19,371725,170031000000.0,4398.081043,0.88,8.592171,0.0,38567868.0,112,9,2888
